,AcresBurned,Started,Latitude,Longitude,precip,max_temp,min_hum,avg_wind,fires_last_year
367,85.0,2016-05-30,37.927613,-120.52883600000001,0.4145,2433.939999999999,1109.0666666666668,174.17666666666665,0
368,84.0,2016-07-15,38.8866,-122.04726000000001,0.07683333333333334,2887.9549999999995,663.1833333333334,105.46999999999998,1
369,83.0,2016-06-15,38.1839,-120.56144099999999,0.5353333333333333,2386.15,1009.4666666666666,99.11833333333331,0
370,83.0,2016-06-12,36.499140000000004,-121.04993,0.00016666666666666666,2301.378333333334,1465.55,217.65333333333328,1
371,80.0,2016-08-03,40.19611,-122.26736000000001,0.15400000000000003,2841.145,786.2666666666664,147.38333333333333,5
372,80.0,2016-07-21,37.209821000000005,-119.749802,0.027999999999999997,2878.606666666667,507.06666666666666,178.0966666666667,1
373,80.0,2016-06-11,39.7947,-121.85700000000001,0.4535,2543.9466666666667,1186.2166666666665,97.25333333333333,0
374,78.0,2016-07-13,36.92244,-119.39618999999999,0.016166666666666666,2935.291666666666,465.93333333333334,154.3,5
375,75.0,2016-09-10,40.68192,-122.4096,0.0,2946.9049999999993,442.3166666666666,105.655,4
376,70.0,2016-09-23,36.6543,-119.5327,0.0,2799.7999999999997,598.4666666666667,94.62333333333335,10
377,70.0,2016-06-18,36.2833,-121.3306,0.0,2303.4333333333325,1450.2999999999993,220.43833333333333,3
378,70.0,2016-05-31,33.41639,-117.08828999999999,0.04033333333333333,2333.498333333333,1285.8666666666663,172.63499999999993,0
379,69.0,2016-07-19,39.0863,-122.7891,1.2191666666666665,2631.081666666666,1086.1,128.96000000000004,1
380,65.0,2016-10-10,38.40958,-122.43172,0.009166666666666667,2567.795,893.4499999999998,96.53999999999996,0
381,61.0,2016-06-11,35.77135,-120.251,0.058,2651.7616666666668,671.6666666666667,212.07,1
382,57.0,2016-07-22,38.33475,-122.02564,0.0003333333333333333,2768.0466666666666,670.9833333333333,100.15999999999998,0
383,57.0,2016-07-21,37.98171,-120.64241000000001,0.0,2803.9683333333332,759.3000000000002,193.4283333333333,5
384,56.0,2016-05-19,41.587986,-122.53328700000002,0.6981666666666667,2191.7883333333334,1157.383333333333,118.01500000000004,0
385,52.0,2016-06-23,36.1934,-120.9293,0.016333333333333335,2538.5350000000003,852.5833333333334,207.92,4
386,50.0,2016-09-10,39.7299,-123.5044,1.464,2706.8666666666663,1025.1833333333334,118.03833333333334,1
387,50.0,2016-09-07,34.3183,-117.3189,0.0,2434.646666666667,696.7666666666665,151.74499999999998,3
388,50.0,2016-07-22,38.79549,-121.00299,0.010333333333333333,2799.685,584.5499999999998,105.09333333333335,2
389,50.0,2016-04-28,34.358740999999995,-119.13314299999999,0.05716666666666667,2321.161666666667,1267.9833333333336,113.25333333333332,0
390,49.0,2016-06-21,39.43351,-121.6051,0.25149999999999995,2623.2583333333337,1074.7833333333333,126.41833333333334,3
391,47.0,2016-09-17,39.20427,-121.05948000000001,0.0,2716.375,902.4499999999999,113.255,1
392,47.0,2016-06-26,33.578720000000004,-117.77395,0.013999999999999999,2194.118333333334,1553.5333333333328,119.05666666666669,0
393,45.0,2016-09-23,38.5212,-120.8416,3.2903333333333333,2567.0600000000004,650.5000000000001,100.70166666666667,4
394,45.0,2016-08-09,36.099740000000004,-120.51057,0.0,2975.6650000000004,446.68333333333345,171.41833333333327,3
395,45.0,2016-07-01,34.27619,-118.63264,0.032,2591.066666666666,1056.5833333333333,83.13666666666666,3
396,43.0,2016-06-21,39.93965,-122.40142,1.0138333333333334,2578.1066666666666,966.4666666666666,178.57333333333335,1
397,43.0,2016-05-30,35.346629,-118.729506,0.6351666666666667,2476.6966666666667,961.2333333333333,131.05,0
